st_postaje,tip_postaje,leto,tprim12,tprim15,zacetek_ks,konec_ks,traj_ks,tpres18,tpres21,tpres23,cdd24
8,samodejna,2021,3531,3148,2020-09-29,2021-06-02,247,245,81,23,41
8,samodejna,2022,,,,,,,,,
8,registrator,1961,,,,,,,,,
8,registrator,1962,,,,,,,,,
8,registrator,1963,,,,,,,,,
8,registrator,1964,,,,,,,,,
8,registrator,1965,,,,,,,,,
8,registrator,1966,,,,,,,,,
8,registrator,1967,,,,,,,,,
8,registrator,1968,,,,,,,,,
8,registrator,1969,,,,,,,,,
8,registrator,1970,,,,,,,,,
8,registrator,1971,,,,,,,,,
8,registrator,1972,,,,,,,,,
8,registrator,1973,,,,,,,,,
8,registrator,1974,,,,,,,,,
8,registrator,1975,,,,,,,,,
8,registrator,1976,,,,,,,,,
8,registrator,1977,,,,,,,,,
8,registrator,1978,,,,,,,,,
8,registrator,1979,,,,,,,,,
8,registrator,1980,,,,,,,,,
8,registrator,1981,,,,,,,,,
8,registrator,1982,,,,,,,,,
8,registrator,1983,,,,,,,,,
8,registrator,1984,,,,,,,,,
8,registrator,1985,,,,,,,,,
8,registrator,1986,,,,,,,,,
8,registrator,1987,,,,,,,,,
8,registrator,1988,,,,,,,,,
8,registrator,1989,,,,,,,,,
8,registrator,1990,,,,,,,,,
8,registrator,1991,,,,,,,,,
8,registrator,1992,,,,,,,,,
8,registrator,1993,,,,,,,,,
8,registrator,1994,,,,,,,,,
8,registrator,1995,,,,,,,,,
8,registrator,1996,,,,,,,,,
8,registrator,1997,,,,,,,,,
8,registrator,1998,,,,,,,,,
8,registrator,1999,,,,,,,,,
8,registrator,2000,,,,,,,,,
8,registrator,2001,,,,,,,,,
8,registrator,2002,,,,,,,,,
8,registrator,2003,,,,,,,,,
8,registrator,2004,,,,,,,,,
8,registrator,2005,,,,,,,,,
8,registrator,2006,,,,,,,,,
8,registrator,2007,,,,,,,,,
8,registrator,2008,,,,,,,,,
8,registrator,2009,,,,,,,,,
8,registrator,2010,,,,,,,,,
8,registrator,2011,,,,,,,,,
8,registrator,2012,,,,,,,,,
8,registrator,2013,,,,,,,,,
8,registrator,2014,,,,,,,,,
8,registrator,2015,,,,,,,,,
8,registrator,2016,,,,,,,,,
8,registrator,2017,,,,,,,,,
8,registrator,2018,,,,,,,,,
8,registrator,2019,,,,,,,,,
8,registrator,2020,,,,,,,,,
8,registrator,2021,,,,,,,,,
8,registrator,2022,,,,,,,,,
8,registrator,1961,,,,,,,,,
8,registrator,1962,,,,,,,,,
8,registrator,1963,,,,,,,,,
8,registrator,1964,,,,,,,,,
8,registrator,1965,,,,,,,,,
8,registrator,1966,,,,,,,,,
8,registrator,1967,,,,,,,,,
8,registrator,1968,,,,,,,,,
8,registrator,1969,,,,,,,,,
8,registrator,1970,,,,,,,,,
8,registrator,1971,,,,,,,,,
8,registrator,1972,,,,,,,,,
8,registrator,1973,,,,,,,,,
8,registrator,1974,,,,,,,,,
8,registrator,1975,,,,,,,,,
8,registrator,1976,,,,,,,,,
8,registrator,1977,,,,,,,,,
8,registrator,1978,,,,,,,,,
8,registrator,1979,,,,,,,,,
8,registrator,1980,,,,,,,,,
8,registrator,1981,,,,,,,,,
8,registrator,1982,,,,,,,,,
8,registrator,1983,,,,,,,,,
8,registrator,1984,,,,,,,,,
8,registrator,1985,,,,,,,,,
8,registrator,1986,,,,,,,,,
8,registrator,1987,,,,,,,,,
8,registrator,1988,,,,,,,,,
8,registrator,1989,,,,,,,,,
8,registrator,1990,,,,,,,,,
8,registrator,1991,,,,,,,,,
8,registrator,1992,,,,,,,,,
8,registrator,1993,,,,,,,,,
8,registrator,1994,,,,,,,,,
8,registrator,1995,,,,,,,,,
8,registrator,1996,,,,,,,,,
8,registrator,1997,,,,,,,,,
8,registrator,1998,,,,,,,,,
8,registrator,1999,,,,,,,,,
8,registrator,2000,,,,,,,,,
8,registrator,2001,,,,,,,,,
8,registrator,2002,,,,,,,,,
8,registrator,2003,,,,,,,,,
8,registrator,2004,,,,,,,,,
8,registrator,2005,,,,,,,,,
8,registrator,2006,,,,,,,,,
8,registrator,2007,,,,,,,,,
8,registrator,2008,,,,,,,,,
8,registrator,2009,,,,,,,,,
8,registrator,2010,,,,,,,,,
8,registrator,2011,,,,,,,,,
8,registrator,2012,,,,,,,,,
8,registrator,2013,,,,,,,,,
8,registrator,2014,,,,,,,,,
8,registrator,2015,,,,,,,,,
8,registrator,2016,,,,,,,,,
8,registrator,2017,,,,,,,,,
8,registrator,2018,,,,,,,,,
8,registrator,2019,,,,,,,,,
8,registrator,2020,,,,,,,,,
8,registrator,2021,,,,,,,,,
8,registrator,2022,,,,,,,,,
14,podnebna,1961,3437,2597,1960-09-09,1961-05-27,261,67,9,0,0
14,podnebna,1962,3842,2938,1961-08-01,1962-06-30,334,81,6,0,0
14,podnebna,1963,4216,3920,1962-07-01,1963-05-24,328,98,14,0,0
14,podnebna,1964,3882,3481,1963-09-29,1964-05-31,246,63,6,0,0
14,podnebna,1965,4033,3580,1964-09-03,1965-06-13,284,59,10,2,4
14,podnebna,1966,3664,3319,1965-08-31,1966-06-05,279,48,5,0,0
14,podnebna,1967,3517,3218,1966-08-26,1967-06-18,297,104,15,1,0
14,podnebna,1968,3646,3262,1967-09-14,1968-06-15,276,70,16,2,3
14,podnebna,1969,3884,3398,1968-08-21,1969-06-09,293,70,6,0,0
14,podnebna,1970,4008,3399,1969-07-11,1970-06-08,333,104,13,1,3
14,podnebna,1971,3803,3314,1970-09-19,1971-06-04,259,4,0,0,0
14,podnebna,1972,,,,,,,,,
14,podnebna,1973,,,,,,,,,
14,podnebna,1974,,,,,,,,,
14,podnebna,1975,,,,,,,,,
14,podnebna,1976,,,,,,,,,
14,podnebna,1977,,,,,,,,,
14,podnebna,1978,,,,,,,,,
14,podnebna,1979,,,,,,,,,
14,podnebna,1980,,,,,,,,,
14,podnebna,1981,,,,,,,,,
14,podnebna,1982,,,,,,,,,
14,podnebna,1983,,,,,,,,,
14,podnebna,1984,,,,,,,,,
14,podnebna,1985,,,,,,,,,
14,podnebna,1986,,,,,,,,,
14,podnebna,1987,,,,,,,,,
14,podnebna,1988,,,,,,,,,
14,podnebna,1989,,,,,,,,,
14,podnebna,1990,,,,,,,,,
14,podnebna,1991,,,,,,,,,
14,podnebna,1992,,,,,,,,,
14,podnebna,1993,,,,,,,,,
14,podnebna,1994,,,,,,,,,
14,podnebna,1995,,,,,,,,,
14,podnebna,1996,,,,,,,,,
14,podnebna,1997,,,,,,,,,
14,podnebna,1998,,,,,,,,,
14,podnebna,1999,,,,,,,,,
14,podnebna,2000,,,,,,,,,
14,podnebna,2001,,,,,,,,,
14,podnebna,2002,,,,,,,,,
14,podnebna,2003,,,,,,,,,
14,podnebna,2004,,,,,,,,,
14,podnebna,2005,,,,,,,,,
14,podnebna,2006,,,,,,,,,
14,podnebna,2007,,,,,,,,,
14,podnebna,2008,,,,,,,,,
14,podnebna,2009,,,,,,,,,
14,podnebna,2010,,,,,,,,,
14,podnebna,2011,,,,,,,,,
14,podnebna,2012,,,,,,,,,
14,podnebna,2013,,,,,,,,,
14,podnebna,2014,,,,,,,,,
14,podnebna,2015,,,,,,,,,
14,podnebna,2016,,,,,,,,,
14,podnebna,2017,,,,,,,,,
14,podnebna,2018,,,,,,,,,
14,podnebna,2019,,,,,,,,,
14,podnebna,2020,,,,,,,,,
14,podnebna,2021,,,,,,,,,
14,podnebna,2022,,,,,,,,,
17,podnebna,1961,3389,3124,1960-09-09,1961-06-06,271,77,11,1,0
17,podnebna,1962,3865,3542,1961-10-05,1962-06-30,269,89,13,0,0
17,podnebna,1963,4114,3887,1962-07-01,1963-06-10,345,101,18,1,0
17,podnebna,1964,3783,3439,1963-09-28,1964-05-25,241,70,5,0,0
17,podnebna,1965,3977,3609,1964-09-03,1965-06-14,285,61,11,1,0
17,podnebna,1966,3564,3318,1965-08-28,1966-06-04,281,42,4,0,0
17,podnebna,1967,3522,3331,1966-08-27,1967-06-19,297,100,14,0,0
17,podnebna,1968,3405,3188,1967-09-14,1968-06-19,280,64,14,4,8
17,podnebna,1969,3813,3621,1968-07-22,1969-06-10,324,75,8,1,0
17,podnebna,1970,3956,3646,1969-07-11,1970-06-08,333,94,8,0,0
17,podnebna,1971,3743,3403,1970-09-19,1971-06-22,277,92,15,1,0
17,podnebna,1972,3759,3345,1971-07-02,1972-05-25,329,74,13,0,0
17,podnebna,1973,3975,3573,1972-09-14,1973-05-21,250,63,2,0,0
17,podnebna,1974,3692,3334,1973-09-28,1974-06-18,264,81,21,2,0
17,podnebna,1975,3682,3289,1974-09-26,1975-06-13,261,49,2,0,0
17,podnebna,1976,3732,3316,1975-10-07,1976-06-08,246,62,7,0,0
17,podnebna,1977,3477,3196,1976-09-06,1977-06-07,275,42,1,0,0
17,podnebna,1978,3902,3513,1977-09-17,1978-06-18,275,28,0,0,0
17,podnebna,1979,3806,3495,1978-07-08,1979-05-16,313,70,4,0,0
17,podnebna,1980,3940,3621,1979-07-05,1980-06-30,362,58,7,0,0
17,podnebna,1981,3737,3496,1980-09-05,1981-06-29,298,30,2,0,0
17,podnebna,1982,,,,,,,,,
17,podnebna,1983,3458,3046,1982-10-06,1983-06-21,259,117,23,6,11
17,podnebna,1984,4090,3635,1983-10-09,1984-06-15,251,33,3,0,0
17,podnebna,1985,4125,3698,1984-09-10,1985-06-26,290,96,13,0,0
17,podnebna,1986,3756,3391,1985-09-10,1986-06-11,275,99,10,0,0
17,podnebna,1987,4043,3650,1986-09-01,1987-06-23,296,88,10,0,0
17,podnebna,1988,3550,3132,1987-08-08,1988-06-11,309,112,26,5,7
17,podnebna,1989,3451,3102,1988-09-16,1989-06-11,269,51,5,0,0
17,podnebna,1990,3356,3031,1989-08-03,1990-06-19,321,76,4,0,0
17,podnebna,1991,,,,,,,,,
17,podnebna,1992,,,,,,,,,
17,podnebna,1993,,,,,,,,,
17,podnebna,1994,,,,,,,,,
17,podnebna,1995,,,,,,,,,
17,podnebna,1996,,,,,,,,,
17,podnebna,1997,,,,,,,,,
17,podnebna,1998,,,,,,,,,
17,podnebna,1999,,,,,,,,,
17,podnebna,2000,,,,,,,,,
17,podnebna,2001,,,,,,,,,
17,podnebna,2002,,,,,,,,,
17,podnebna,2003,,,,,,,,,
17,podnebna,2004,,,,,,,,,
17,podnebna,2005,,,,,,,,,
17,podnebna,2006,,,,,,,,,
17,podnebna,2007,,,,,,,,,
17,podnebna,2008,,,,,,,,,
17,podnebna,2009,,,,,,,,,
17,podnebna,2010,,,,,,,,,
17,podnebna,2011,,,,,,,,,
17,podnebna,2012,,,,,,,,,
17,podnebna,2013,,,,,,,,,
17,podnebna,2014,,,,,,,,,
17,podnebna,2015,,,,,,,,,
17,podnebna,2016,,,,,,,,,
17,podnebna,2017,,,,,,,,,
17,podnebna,2018,,,,,,,,,
17,podnebna,2019,,,,,,,,,
17,podnebna,2020,,,,,,,,,
17,podnebna,2021,,,,,,,,,
17,podnebna,2022,,,,,,,,,
20,podnebna,1961,3769,3288,1960-09-03,1961-06-06,277,25,0,0,0
20,podnebna,1962,4100,3696,1961-07-08,1962-06-30,358,21,0,0,0
20,podnebna,1963,4514,4136,1962-07-01,1963-06-22,357,40,0,0,0
20,podnebna,1964,4056,3653,1963-08-24,1964-06-02,284,22,0,0,0
20,podnebna,1965,4255,3836,1964-09-03,1965-06-20,291,22,2,0,0
20,podnebna,1966,3881,3536,1965-07-08,1966-06-05,333,16,0,0,0
20,podnebna,1967,3825,3524,1966-08-27,1967-06-19,297,41,2,0,0
20,podnebna,1968,3817,3436,1967-09-14,1968-06-16,277,39,7,2,4
20,podnebna,1969,4111,3771,1968-07-20,1969-06-11,327,31,1,0,0
20,podnebna,1970,4295,3809,1969-08-27,1970-06-08,286,40,0,0,0
20,podnebna,1971,,,,,,,,,
20,podnebna,1972,,,,,,,,,
20,podnebna,1973,,,,,,,,,
20,podnebna,1974,,,,,,,,,
20,podnebna,1975,,,,,,,,,
20,podnebna,1976,,,,,,,,,
20,podnebna,1977,,,,,,,,,
20,podnebna,1978,,,,,,,,,
20,podnebna,1979,,,,,,,,,
20,podnebna,1980,,,,,,,,,
20,podnebna,1981,,,,,,,,,
20,podnebna,1982,,,,,,,,,
20,podnebna,1983,,,,,,,,,
20,podnebna,1984,,,,,,,,,
20,podnebna,1985,,,,,,,,,
20,podnebna,1986,,,,,,,,,
20,podnebna,1987,,,,,,,,,
20,podnebna,1988,,,,,,,,,
20,podnebna,1989,,,,,,,,,
20,podnebna,1990,,,,,,,,,
20,podnebna,1991,,,,,,,,,
20,podnebna,1992,,,,,,,,,
20,podnebna,1993,,,,,,,,,
20,podnebna,1994,,,,,,,,,
20,podnebna,1995,,,,,,,,,
20,podnebna,1996,,,,,,,,,
20,podnebna,1997,,,,,,,,,
20,podnebna,1998,,,,,,,,,
20,podnebna,1999,,,,,,,,,
20,podnebna,2000,,,,,,,,,
20,podnebna,2001,,,,,,,,,
20,podnebna,2002,,,,,,,,,
20,podnebna,2003,,,,,,,,,
20,podnebna,2004,,,,,,,,,
20,podnebna,2005,,,,,,,,,
20,podnebna,2006,,,,,,,,,
20,podnebna,2007,,,,,,,,,
20,podnebna,2008,,,,,,,,,
20,podnebna,2009,,,,,,,,,
20,podnebna,2010,,,,,,,,,
20,podnebna,2011,,,,,,,,,
20,podnebna,2012,,,,,,,,,
20,podnebna,2013,,,,,,,,,
20,podnebna,2014,,,,,,,,,
20,podnebna,2015,,,,,,,,,
20,podnebna,2016,,,,,,,,,
20,podnebna,2017,,,,,,,,,
20,podnebna,2018,,,,,,,,,
20,podnebna,2019,,,,,,,,,
20,podnebna,2020,,,,,,,,,
20,podnebna,2021,,,,,,,,,
20,podnebna,2022,,,,,,,,,
20,samodejna,1961,,,,,,,,,
20,samodejna,1962,,,,,,,,,
20,samodejna,1963,,,,,,,,,
20,samodejna,1964,,,,,,,,,
20,samodejna,1965,,,,,,,,,
20,samodejna,1966,,,,,,,,,
20,samodejna,1967,,,,,,,,,
20,samodejna,1968,,,,,,,,,
20,samodejna,1969,,,,,,,,,
20,samodejna,1970,,,,,,,,,
20,samodejna,1971,,,,,,,,,
20,samodejna,1972,,,,,,,,,
20,samodejna,1973,,,,,,,,,
20,samodejna,1974,,,,,,,,,
20,samodejna,1975,,,,,,,,,
20,samodejna,1976,,,,,,,,,
20,samodejna,1977,,,,,,,,,
20,samodejna,1978,,,,,,,,,
20,samodejna,1979,,,,,,,,,
20,samodejna,1980,,,,,,,,,
20,samodejna,1981,,,,,,,,,
20,samodejna,1982,,,,,,,,,
20,samodejna,1983,,,,,,,,,
20,samodejna,1984,,,,,,,,,
20,samodejna,1985,,,,,,,,,
20,samodejna,1986,,,,,,,,,
20,samodejna,1987,,,,,,,,,
20,samodejna,1988,,,,,,,,,
20,samodejna,1989,,,,,,,,,
20,samodejna,1990,,,,,,,,,
20,samodejna,1991,,,,,,,,,
20,samodejna,1992,,,,,,,,,
20,samodejna,1993,,,,,,,,,
20,samodejna,1994,,,,,,,,,
20,samodejna,1995,,,,,,,,,
20,samodejna,1996,,,,,,,,,
20,samodejna,1997,,,,,,,,,
20,samodejna,1998,,,,,,,,,
20,samodejna,1999,,,,,,,,,
20,samodejna,2000,,,,,,,,,
20,samodejna,2001,,,,,,,,,
20,samodejna,2002,,,,,,,,,
20,samodejna,2003,,,,,,,,,
20,samodejna,2004,,,,,,,,,
20,samodejna,2005,,,,,,,,,
20,samodejna,2006,,,,,,,,,
20,samodejna,2007,,,,,,,,,
20,samodejna,2008,,,,,,,,,
20,samodejna,2009,,,,,,,,,
20,samodejna,2010,,,,,,,,,
20,samodejna,2011,,,,,,,,,
20,samodejna,2012,,,,,,,,,
20,samodejna,2013,,,,,,,,,
20,samodejna,2014,,,,,,,,,
20,samodejna,2015,,,,,,,,,
20,samodejna,2016,,,,,,,,,
20,samodejna,2017,,,,,,,,,
20,samodejna,2018,,,,,,,,,
20,samodejna,2019,,,,,,,,,
20,samodejna,2020,,,,,,,,,
20,samodejna,2021,,,,,,,,,
20,samodejna,2022,,,,,,,,,
21,samodejna,1961,,,,,,,,,
21,samodejna,1962,,,,,,,,,
21,samodejna,1963,,,,,,,,,
21,samodejna,1964,,,,,,,,,
21,samodejna,1965,,,,,,,,,
21,samodejna,1966,,,,,,,,,
21,samodejna,1967,,,,,,,,,
21,samodejna,1968,,,,,,,,,
21,samodejna,1969,,,,,,,,,
21,samodejna,1970,,,,,,,,,
21,samodejna,1971,,,,,,,,,
21,samodejna,1972,,,,,,,,,
21,samodejna,1973,,,,,,,,,
21,samodejna,1974,,,,,,,,,
21,samodejna,1975,,,,,,,,,
21,samodejna,1976,,,,,,,,,
21,samodejna,1977,,,,,,,,,
21,samodejna,1978,,,,,,,,,
21,samodejna,1979,,,,,,,,,
21,samodejna,1980,,,,,,,,,
21,samodejna,1981,,,,,,,,,
21,samodejna,1982,,,,,,,,,
21,samodejna,1983,,,,,,,,,
21,samodejna,1984,,,,,,,,,
21,samodejna,1985,,,,,,,,,
21,samodejna,1986,,,,,,,,,
21,samodejna,1987,,,,,,,,,
21,samodejna,1988,,,,,,,,,
21,samodejna,1989,,,,,,,,,
21,samodejna,1990,,,,,,,,,
21,samodejna,1991,,,,,,,,,
21,samodejna,1992,,,,,,,,,
21,samodejna,1993,,,,,,,,,
21,samodejna,1994,,,,,,,,,
21,samodejna,1995,,,,,,,,,
21,samodejna,1996,,,,,,,,,
21,samodejna,1997,,,,,,,,,
21,samodejna,1998,,,,,,,,,
21,samodejna,1999,,,,,,,,,
21,samodejna,2000,,,,,,,,,
21,samodejna,2001,,,,,,,,,
21,samodejna,2002,,,,,,,,,
21,samodejna,2003,,,,,,,,,
21,samodejna,2004,,,,,,,,,
21,samodejna,2005,,,,,,,,,
21,samodejna,2006,,,,,,,,,
21,samodejna,2007,,,,,,,,,
21,samodejna,2008,,,,,,,,,
21,samodejna,2009,,,,,,,,,
21,samodejna,2010,,,,,,,,,
21,samodejna,2011,,,,,,,,,
21,samodejna,2012,,,,,,,,,
21,samodejna,2013,,,,,,,,,
21,samodejna,2014,,,,,,,,,
21,samodejna,2015,,,,,,,,,
21,samodejna,2016,3794,3295,2015-09-08,2016-06-06,273,62,3,0,0
21,samodejna,2017,3756,3339,2016-08-13,2017-05-18,279,110,24,5,11
21,samodejna,2018,3892,3437,2017-09-05,2018-06-29,298,99,14,0,0
21,samodejna,2019,3714,3247,2018-09-27,2019-06-02,249,118,25,5,5
21,samodejna,2020,3565,3141,2019-09-09,2020-06-14,280,59,3,0,0
21,samodejna,2021,4026,3558,2020-09-28,2021-06-04,250,97,16,1,0
21,samodejna,2022,,,,,,,,,
22,samodejna,1961,,,,,,,,,
22,samodejna,1962,,,,,,,,,
22,samodejna,1963,,,,,,,,,
22,samodejna,1964,,,,,,,,,
22,samodejna,1965,,,,,,,,,
22,samodejna,1966,,,,,,,,,
22,samodejna,1967,,,,,,,,,
22,samodejna,1968,,,,,,,,,
22,samodejna,1969,,,,,,,,,
22,samodejna,1970,,,,,,,,,
22,samodejna,1971,,,,,,,,,
22,samodejna,1972,,,,,,,,,
22,samodejna,1973,,,,,,,,,
22,samodejna,1974,,,,,,,,,
22,samodejna,1975,,,,,,,,,
22,samodejna,1976,,,,,,,,,
22,samodejna,1977,,,,,,,,,
22,samodejna,1978,,,,,,,,,
22,samodejna,1979,,,,,,,,,
22,samodejna,1980,,,,,,,,,
22,samodejna,1981,,,,,,,,,
22,samodejna,1982,,,,,,,,,
22,samodejna,1983,,,,,,,,,
22,samodejna,1984,,,,,,,,,
22,samodejna,1985,,,,,,,,,
22,samodejna,1986,,,,,,,,,
22,samodejna,1987,,,,,,,,,
22,samodejna,1988,,,,,,,,,
22,samodejna,1989,,,,,,,,,
22,samodejna,1990,,,,,,,,,
22,samodejna,1991,,,,,,,,,
22,samodejna,1992,,,,,,,,,
22,samodejna,1993,,,,,,,,,
22,samodejna,1994,,,,,,,,,
22,samodejna,1995,,,,,,,,,
22,samodejna,1996,,,,,,,,,
22,samodejna,1997,,,,,,,,,
22,samodejna,1998,,,,,,,,,
22,samodejna,1999,,,,,,,,,
22,samodejna,2000,,,,,,,,,
22,samodejna,2001,,,,,,,,,
22,samodejna,2002,,,,,,,,,
22,samodejna,2003,,,,,,,,,
22,samodejna,2004,,,,,,,,,
22,samodejna,2005,,,,,,,,,
22,samodejna,2006,,,,,,,,,
22,samodejna,2007,,,,,,,,,
22,samodejna,2008,,,,,,,,,
22,samodejna,2009,,,,,,,,,
22,samodejna,2010,,,,,,,,,
22,samodejna,2011,,,,,,,,,
22,samodejna,2012,,,,,,,,,
22,samodejna,2013,,,,,,,,,
22,samodejna,2014,,,,,,,,,
22,samodejna,2015,3473,3192,2014-08-17,2015-06-27,315,147,31,4,3
22,samodejna,2016,3670,3195,2015-09-08,2016-06-17,284,61,3,0,0
22,samodejna,2017,3702,3249,2016-08-13,2017-05-18,279,95,18,4,7
22,samodejna,2018,,,,,,,,,
22,samodejna,2019,3594,3139,2018-09-27,2019-06-03,250,115,19,4,5
22,samodejna,2020,3396,3026,2019-09-09,2020-06-14,280,58,2,0,0
22,samodejna,2021,3844,3400,2020-09-28,2021-06-03,249,101,12,0,0
22,samodejna,2022,,,,,,,,,
26,podnebna,1961,,,,,,,,,
26,podnebna,1962,,,,,,,,,
26,podnebna,1963,,,,,,,,,
26,podnebna,1964,,,,,,,,,
26,podnebna,1965,,,,,,,,,
26,podnebna,1966,,,,,,,,,
26,podnebna,1967,,,,,,,,,
26,podnebna,1968,,,,,,,,,
26,podnebna,1969,,,,,,,,,
26,podnebna,1970,,,,,,,,,
26,podnebna,1971,,,,,,,,,
26,podnebna,1972,,,,,,,,,
26,podnebna,1973,,,,,,,,,
26,podnebna,1974,,,,,,,,,
26,podnebna,1975,,,,,,,,,
26,podnebna,1976,,,,,,,,,
26,podnebna,1977,,,,,,,,,
26,podnebna,1978,,,,,,,,,
26,podnebna,1979,,,,,,,,,
26,podnebna,1980,,,,,,,,,
26,podnebna,1981,,,,,,,,,
26,podnebna,1982,,,,,,,,,
26,podnebna,1983,,,,,,,,,
26,podnebna,1984,,,,,,,,,
26,podnebna,1985,,,,,,,,,
26,podnebna,1986,,,,,,,,,
26,podnebna,1987,,,,,,,,,
26,podnebna,1988,,,,,,,,,
26,podnebna,1989,,,,,,,,,
26,podnebna,1990,,,,,,,,,
26,podnebna,1991,,,,,,,,,
26,podnebna,1992,3464,3058,1991-10-05,1992-05-26,235,189,61,18,26
26,podnebna,1993,3360,2963,1992-09-07,1993-05-11,247,161,37,7,8
26,podnebna,1994,3345,2975,1993-09-02,1994-06-16,288,203,51,7,14
26,podnebna,1995,3445,2968,1994-09-18,1995-06-28,284,127,21,2,3
26,podnebna,1996,3709,3339,1995-09-24,1996-06-29,280,77,10,1,0
26,podnebna,1997,3613,3211,1996-09-16,1997-06-05,263,86,2,0,0
26,podnebna,1998,3315,2931,1997-09-17,1998-05-28,254,194,54,11,17
26,podnebna,1999,3495,3196,1998-08-31,1999-05-12,255,118,22,2,3
26,podnebna,2000,3269,2860,1999-10-07,2000-06-03,241,166,39,5,7
26,podnebna,2001,2914,2598,2000-09-26,2001-05-16,233,180,41,8,10
26,podnebna,2002,3295,2912,2001-09-12,2002-05-14,245,152,39,11,17
26,podnebna,2003,3412,2948,2002-09-15,2003-05-19,247,354,125,38,73
26,podnebna,2004,3519,3130,2003-09-27,2004-05-31,248,121,19,2,3
26,podnebna,2005,3389,3029,2004-09-19,2005-06-12,267,139,30,7,8
26,podnebna,2006,3638,3261,2005-09-20,2006-06-10,264,219,64,17,27
26,podnebna,2007,2544,2179,2006-10-07,2007-05-21,227,171,40,11,16
26,podnebna,2008,3460,2956,2007-09-07,2008-05-14,251,212,45,5,7
26,podnebna,2009,3248,2879,2008-09-16,2009-06-03,261,204,40,3,0
26,podnebna,2010,3311,2979,2009-10-05,2010-05-21,229,204,61,22,36
26,podnebna,2011,3269,2879,2010-09-21,2011-05-11,233,219,56,19,38
26,podnebna,2012,,,,,,,,,
26,podnebna,2013,,,,,,,,,
26,podnebna,2014,,,,,,,,,
26,podnebna,2015,,,,,,,,,
26,podnebna,2016,,,,,,,,,
26,podnebna,2017,,,,,,,,,
26,podnebna,2018,,,,,,,,,
26,podnebna,2019,,,,,,,,,
26,podnebna,2020,,,,,,,,,
26,podnebna,2021,,,,,,,,,
26,podnebna,2022,,,,,,,,,
26,registrator,1961,,,,,,,,,
26,registrator,1962,,,,,,,,,
26,registrator,1963,,,,,,,,,
26,registrator,1964,,,,,,,,,
26,registrator,1965,,,,,,,,,
26,registrator,1966,,,,,,,,,
26,registrator,1967,,,,,,,,,
26,registrator,1968,,,,,,,,,
26,registrator,1969,,,,,,,,,
26,registrator,1970,,,,,,,,,
26,registrator,1971,,,,,,,,,
26,registrator,1972,,,,,,,,,
26,registrator,1973,,,,,,,,,
26,registrator,1974,,,,,,,,,
26,registrator,1975,,,,,,,,,
26,registrator,1976,,,,,,,,,
26,registrator,1977,,,,,,,,,
26,registrator,1978,,,,,,,,,
26,registrator,1979,,,,,,,,,
26,registrator,1980,,,,,,,,,
26,registrator,1981,,,,,,,,,
26,registrator,1982,,,,,,,,,
26,registrator,1983,,,,,,,,,
26,registrator,1984,,,,,,,,,
26,registrator,1985,,,,,,,,,
26,registrator,1986,,,,,,,,,
26,registrator,1987,,,,,,,,,
26,registrator,1988,,,,,,,,,
26,registrator,1989,,,,,,,,,
26,registrator,1990,,,,,,,,,
26,registrator,1991,,,,,,,,,
26,registrator,1992,,,,,,,,,
26,registrator,1993,,,,,,,,,
26,registrator,1994,,,,,,,,,
26,registrator,1995,,,,,,,,,
26,registrator,1996,,,,,,,,,
26,registrator,1997,,,,,,,,,
26,registrator,1998,,,,,,,,,
26,registrator,1999,,,,,,,,,
26,registrator,2000,,,,,,,,,
26,registrator,2001,,,,,,,,,
26,registrator,2002,,,,,,,,,
26,registrator,2003,,,,,,,,,
26,registrator,2004,,,,,,,,,
26,registrator,2005,,,,,,,,,
26,registrator,2006,,,,,,,,,
26,registrator,2007,,,,,,,,,
26,registrator,2008,,,,,,,,,
26,registrator,2009,,,,,,,,,
26,registrator,2010,,,,,,,,,
26,registrator,2011,,,,,,,,,
26,registrator,2012,,,,,,,,,
26,registrator,2013,,,,,,,,,
26,registrator,2014,,,,,,,,,
26,registrator,2015,,,,,,,,,
26,registrator,2016,,,,,,,,,
26,registrator,2017,,,,,,,,,
26,registrator,2018,,,,,,,,,
26,registrator,2019,,,,,,,,,
26,registrator,2020,,,,,,,,,
26,registrator,2021,,,,,,,,,
26,registrator,2022,,,,,,,,,
27,podnebna,1961,,,,,,,,,
27,podnebna,1962,,,,,,,,,
27,podnebna,1963,,,,,,,,,
27,podnebna,1964,,,,,,,,,
27,podnebna,1965,,,,,,,,,
27,podnebna,1966,,,,,,,,,
27,podnebna,1967,,,,,,,,,
27,podnebna,1968,,,,,,,,,
27,podnebna,1969,,,,,,,,,
27,podnebna,1970,,,,,,,,,
27,podnebna,1971,,,,,,,,,
27,podnebna,1972,,,,,,,,,
27,podnebna,1973,,,,,,,,,
27,podnebna,1974,,,,,,,,,
27,podnebna,1975,,,,,,,,,
27,podnebna,1976,,,,,,,,,
27,podnebna,1977,,,,,,,,,
27,podnebna,1978,4736,4220,1977-08-16,1978-06-30,319,4,0,0,0
27,podnebna,1979,4826,4226,1978-07-08,1979-06-25,353,10,0,0,0
27,podnebna,1980,4861,4297,1979-07-05,1980-06-30,362,9,0,0,0
27,podnebna,1981,4766,4167,1980-07-03,1981-06-29,362,7,0,0,0
27,podnebna,1982,,,,,,,,,
27,podnebna,1983,,,,,,,,,
27,podnebna,1984,,,,,,,,,
27,podnebna,1985,,,,,,,,,
